PLAY "Spielen"
ITEMS_BLACKMARKETKEY_NAME1 "Das Portal ist aktiviert!"
ITEMS_BLACKMARKETKEY_NAME2 "Die Statue blinkt!"
ITEMS_BLACKMARKETKEY_NAME3 "Nichts passiert."

ITEMS_PRAYERBOOKPROTECTION_EFFECT2 "Die Messe wird mit der Absicht gefeiert, die Untergebenen vor Angriffen zu schützen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT3 "Die Messe wird mit der Absicht gefeiert, den Untergebenen Stärke im Kampf zu verleihen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT4 "Die Messe wird mit der Absicht gefeiert, die Untergebenen vor Pfeilen zu schützen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT5 "Die Messe wird mit der Absicht gefeiert, den Untergebenen mehr Kraft beim Graben zu verleihen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT6 "Die Messe wird mit der Absicht gefeiert, dass die Untergebenen schneller trainieren."
ITEMS_PRAYERBOOKPROTECTION_EFFECT7 "Die Messe wird mit der Absicht gefeiert, dass die Untergebenen schneller handwerken."
ITEMS_PRAYERBOOKPROTECTION_EFFECT8 "Die Messe wird mit der Absicht gefeiert, die Untergebenen vor Feuer zu schützen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT9 "Die Messe wird mit der Absicht gefeiert, die Untergebenen vor Gift zu schützen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT10 "Die Messe wird mit der Absicht gefeiert, den Untergebenen die Fähigkeit zu geben, Wunden zu regenerieren."
ITEMS_PRAYERBOOKPROTECTION_EFFECT11 "Die Messe wird mit der Absicht gefeiert, stärkere bewaffnete Hilfe herbeizurufen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT12 "Die Messe wird mit der Absicht gefeiert, bewaffnete Hilfe herbeizurufen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT13 "Die Messe wird mit der Absicht gefeiert, mehr Arbeitskräfte herbeizurufen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT14 "Die Messe wird mit der Absicht gefeiert, das Nahkampf-Trainingspotential der Untergebenen zu erhöhen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT15 "Die Messe wird mit der Absicht gefeiert, das göttliche Trainingspotential der Untergebenen zu erhöhen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT16 "Die Messe wird mit der Absicht gefeiert, für jeden Untergebenen einen Schutzengel zu rufen."
ITEMS_PRAYERBOOKPROTECTION_EFFECT17 "Die Messe wird im Namen des Bösen Gottes Adoxie gefeiert."

SPELLS_DRAGON_GREETING_EFFECT2 "Nun, Dieb! Ich rieche dich, ich fühle deine Luft. Ich höre deinen Atem. Komm hervor!"
FURNITURE_ROSTRUM_WOOD_ID "\"Munarret te aroleac munirol atcserda, muixan arollev.\""
FURNITURE_ROSTRUM_WOOD_ID1 "\"Et da sarumalc enrete sixiv ni.\""
FURNITURE_ROSTRUM_WOOD_ID2 "\"Murif te seps ni tnos xirtavel samina artson.\""
FURNITURE_ROSTRUM_WOOD_ID3 "\"Son revus adnecsed aut sutinalleb tu.\""
FURNITURE_ROSTRUM_WOOD_ID4 "\"Murollev te aracnas, arisanno.\""
FURNITURE_ROSTRUM_WOOD_ID5 "\"Maut somadiv non artson sico.\""
FURNITURE_ROSTRUM_WOOD_ID6 "\"Sumignat mueroc ni risnecserp des.\""
FURNITURE_ROSTRUM_WOOD_ID7 "\"Mudnalletne da aireme son sorad.\""
FURNITURE_ROSTRUM_WOOD_ID8 "\"Aut marolg ni xirev iuq, mutnacra saut soratsym.\""
FURNITURE_ROSTRUM_WOOD_ID9 "\"Sumarodual enif enis muimres.\""
FURNITURE_ROSTRUM_WOOD_ID10 "\"Eaut satirev senmo tnacifirolg.\""
FURNITURE_ROSTRUM_WOOD_ID11 "\"Sugluf murallets arpus douq animul ni.\""
FURNITURE_ROSTRUM_WOOD_ID12 "\"Tnedeac marret munarpus douq sinires ni te.\""
FURNITURE_ROSTRUM_WOOD_ID13 "\"Axeresim animod, son eritlacsa.\""
FURNITURE_ROSTRUM_WOOD_ID14 "\"Siroma te satilimuh ni sarocerp.\""
FURNITURE_ROSTRUM_WOOD_ID15 "\"Murolleb aimmus o, artson mecov eratxenoe.\""
FURNITURE_ROSTRUM_WOOD_ID16 "\"Raxelletni sinmo murorepus eauq, merecap sarad.\""
FURNITURE_ROSTRUM_WOOD_ID17 "\"Rutnaval, tnus sairav euq ,artson arortcep.\""
FURNITURE_ROSTRUM_WOOD_ID18 "\"Araved aut mutacirup erivulf ni.\""
FURNITURE_ROSTRUM_WOOD_ID19 "\"Metcnas aitaeb muc mus saxirolnoc son.\""
FURNITURE_ROSTRUM_WOOD_ID20 "\"Sudnetse mauqnun aimul ibu acol ni.\""
FURNITURE_ROSTRUM_WOOD_ID21 "\"Maut marret aneleb te, animod ,maut mulupop erivlas.\""
FURNITURE_ROSTRUM_WOOD_ID22 "\"Amixam arallev o, tacifiralc et aineg sinmo tu.\""
FURNITURE_ROSTRUM_WOOD_ID23 "\"Xirtarenluv arinas, mumrifni aritrof.\""
FURNITURE_ROSTRUM_WOOD_ID24 "\"Muresserp te subiroxe aigufer anod te.\""
FURNITURE_ROSTRUM_WOOD_ID25 "\"Xirtson xaros te soirtarf aranuda.\""
FURNITURE_ROSTRUM_WOOD_ID26 "\"Sumaviv arido te airocsid enis tu.\""
FURNITURE_ROSTRUM_WOOD_ID27 "\"Senmo son repus adnuffe maut xul muraitarg.\""
FURNITURE_ROSTRUM_WOOD_ID28 "\"Etatirev te mutirips ni sumus sutaner tu.\""
FURNITURE_ROSTRUM_WOOD_ID29 "\"Eraviv munrete aut aracap ni.\""
FURNITURE_ROSTRUM_WOOD_ID30 "\"Aneres xap o, et da romalc aut sarutaerc sinmo.\""
FURNITURE_ROSTRUM_WOOD_ID31 "\"Solitsoh musrevda artnoc son erisnefed.\""
FURNITURE_ROSTRUM_WOOD_ID32 "\"Eaiv murev ni mudarg irtson aradiug te.\""
FURNITURE_ROSTRUM_WOOD_ID33 "\"Animod, murtson muxul tis aut aranimul.\""
FURNITURE_ROSTRUM_WOOD_ID34 "\"Sinrete muroivlas aiv tis aut aiv te.\""
FURNITURE_ROSTRUM_WOOD_ID35 "\"Sumaradual et murolleces alleces ni.\""
FURNITURE_ROSTRUM_WOOD_ID36 "\"Siroleac munger ni atcnas te silagna muc.\""
FURNITURE_ROSTRUM_WOOD_ID37 "\"Xinrete aut nemon tis muracideneb.\""
FURNITURE_ROSTRUM_WOOD_ID38 "\"Eidinmo son repus aut aitarg adnecsed te.\""
FURNITURE_ROSTRUM_WOOD_ID39 "\"Eranger atised mauqmun iuq, aimmus aimon ni.\""
FURNITURE_ROSTRUM_WOOD_ID40 "\"Etarcas siroma te eromit ni et sumaroda.\""
FURNITURE_ROSTRUM_WOOD_COLOR "\"Vellora naxium, adrescta lorinum caelora et terranum.\""
FURNITURE_ROSTRUM_WOOD_COLOR1 "\"In vixis eterne clamuras ad te.\""
FURNITURE_ROSTRUM_WOOD_COLOR2 "\"Nostra animas levatrix sont in spes et firum.\""
FURNITURE_ROSTRUM_WOOD_COLOR3 "\"Ut bellanitus tua descenda suver nos.\""
FURNITURE_ROSTRUM_WOOD_COLOR4 "\"Onnasira, Sancara et Vellorum.\""
FURNITURE_ROSTRUM_WOOD_COLOR5 "\"Ocis nostra non vidamos tuam.\""
FURNITURE_ROSTRUM_WOOD_COLOR6 "\"Sed prescensir in coreum tangimus.\""
FURNITURE_ROSTRUM_WOOD_COLOR7 "\"Daros nos emeria ad entellandum.\""
FURNITURE_ROSTRUM_WOOD_COLOR8 "\"Mystaros tuas arcantum, qui verix in gloram tua.\""
FURNITURE_ROSTRUM_WOOD_COLOR9 "\"Sermium sine fine laudoramus.\""
FURNITURE_ROSTRUM_WOOD_COLOR10 "\"Glorificant omnes veritas tuae.\""
FURNITURE_ROSTRUM_WOOD_COLOR11 "\"In lumina quod supra stellarum fulgus.\""
FURNITURE_ROSTRUM_WOOD_COLOR12 "\"Et in serinis quod supranum terram caedent.\""
FURNITURE_ROSTRUM_WOOD_COLOR13 "\"Ascaltire nos, Domina miserexa.\""
FURNITURE_ROSTRUM_WOOD_COLOR14 "\"Precoras in humilitas et amoris.\""
FURNITURE_ROSTRUM_WOOD_COLOR15 "\"Eonextare vocem nostra, o summia bellorum.\""
FURNITURE_ROSTRUM_WOOD_COLOR16 "\"Daras pacerem, quae superorum omnis intellexar.\""
FURNITURE_ROSTRUM_WOOD_COLOR17 "\"Pectrora nostra, que varias sunt, lavantur.\""
FURNITURE_ROSTRUM_WOOD_COLOR18 "\"In fluvire puricatum tua devara.\""
FURNITURE_ROSTRUM_WOOD_COLOR19 "\"Nos conlorixas sum cum beatia sanctem.\""
FURNITURE_ROSTRUM_WOOD_COLOR20 "\"In loca ubi lumia nunquam estendus.\""
FURNITURE_ROSTRUM_WOOD_COLOR21 "\"Salvire populum tuam, Domina, et belena terram tuam.\""
FURNITURE_ROSTRUM_WOOD_COLOR22 "\"Ut omnis genia te clarificat, o vellara maxima.\""
FURNITURE_ROSTRUM_WOOD_COLOR23 "\"Fortira infirmum, sanira vulneratrix.\""
FURNITURE_ROSTRUM_WOOD_COLOR24 "\"Et dona refugia exoribus et presserum.\""
FURNITURE_ROSTRUM_WOOD_COLOR25 "\"Adunara fratrios et sorax nostrix.\""
FURNITURE_ROSTRUM_WOOD_COLOR26 "\"Ut sine discoria et odira vivamus.\""
FURNITURE_ROSTRUM_WOOD_COLOR27 "\"Gratiarum lux tuam effunda super nos omnes.\""
FURNITURE_ROSTRUM_WOOD_COLOR28 "\"Ut renatus sumus in spiritum et veritate.\""
FURNITURE_ROSTRUM_WOOD_COLOR29 "\"In pacara tua eternum vivare.\""
FURNITURE_ROSTRUM_WOOD_COLOR30 "\"Omnis creaturas tua clamor ad te, o Pax Serena.\""
FURNITURE_ROSTRUM_WOOD_COLOR31 "\"Defensire nos contra adversum hostilos.\""
FURNITURE_ROSTRUM_WOOD_COLOR32 "\"Et guidara nostri gradum in verum viae.\""
FURNITURE_ROSTRUM_WOOD_COLOR33 "\"Luminara tua sit luxum nostrum, Domina.\""
FURNITURE_ROSTRUM_WOOD_COLOR34 "\"Et via tua sit via salviorum eternis.\""
FURNITURE_ROSTRUM_WOOD_COLOR35 "\"In secella secellorum te laudaramus.\""
FURNITURE_ROSTRUM_WOOD_COLOR36 "\"Cum angalis et sancta in regnum caeloris.\""
FURNITURE_ROSTRUM_WOOD_COLOR37 "\"Benedicarum sit nomen tua eternix.\""
FURNITURE_ROSTRUM_WOOD_COLOR38 "\"Et descenda gratia tua super nos omnidie.\""
FURNITURE_ROSTRUM_WOOD_COLOR39 "\"In nomia summia, qui numquam desita regnare.\""
FURNITURE_ROSTRUM_WOOD_COLOR40 "\"Adoramus te in timore et amoris sacrate.\""
FURNITURE_ADOXIE_STATUE_TEMPLE_DESTROYEDEFFECT "Die Statue wird zerstört!"
FURNITURE_ADOXIE_STATUE_TEMPLE_DESTROYEDEFFECT1 "Die Statue erwacht zum Leben!"
FURNITURE_ALTAR_THIRDPERSON3 "Ein Schwall magischer Energie wird freigesetzt"
FURNITURE_ALTAR_AMOUNT "Zorn über dich!"




FURNITURE_BOOKCASE_WOOD_DESTROYEDEFFECT "Das Bücherregal wird zerstört!"
FURNITURE_DINING_TABLE_DESTROYEDEFFECT "Der Tisch wird zerstört!"
FURNITURE_FORGE_DESTROYEDEFFECT "Die Schmiede wird zerstört!"
FURNITURE_DOWN_STAIRS_ADOXIE_USAGETYPE1 "Du verlierst deine Orientierung"
FURNITURE_INACTIVE_PORTAL_USAGETYPE1 "Das Portal ist inaktiv."
FURNITURE_HIDDEN_CASTLE_DOOR_ENTRYTYPE "Es war nur eine Illusion!"
FURNITURE_BOULDER_TRAP_TICKTYPE "Der Felsbrocken beginnt zu rollen."
FURNITURE_BOULDER_TRAP_TICKTYPE1 "Du hörst einen schweren Felsbrocken rollen."
FURNITURE_GARGOYLE_TRAP_TICKTYPE "Die Gargoyle erwacht zum Leben!"
BUFFS_PREACHING_ID4 "Ein uraltes, furchtbares Übel formt deinen Körper um und lässt dir einen Stachel wachsen."
IMMIGRATION_TRAITS "beim Reiten eines Reittiers"
IMMIGRATION_TRAITS1 "wenn betrunken"
IMMIGRATION_EFFECT "beim Reiten eines Reittiers"
IMMIGRATION_TRAITS2 "bei Nacht"
ITEMS_KNIFE_SPECIALATTR "gegen Stammesführer, wenn du versteckt bist"
CREATURE_ATTRIBUTES_BLACK_DRAGON_PREFIX "bei Nacht"
CREATURE_ATTRIBUTES_DWARF_SPECIALATTR "wenn im Freien"
CREATURE_ATTRIBUTES_DWARF_FEMALE_SPECIALATTR "wenn im Freien"
VILLAIN_NAME_AND_DESCRIPTION "{1} ({2})"
RETIRED_PLAYER_DESCRIPTION "{1} (ausgemusterter Spieler)"
PLAYER_SITE_DESCRIPTION "Dies ist dein Heimatort."
PLAYER_SITE_NAME "Heimatort"

CAMPAIGN_VILLAINS_COTTAGES_NAME1 "Hütte"
CAMPAIGN_VILLAINS_COTTAGES_NAME2 "Zelt"
CAMPAIGN_VILLAINS_COTTAGES_NAME3 "Schmiede"
CAMPAIGN_VILLAINS_COTTAGES_NAME4 "Stall"
CAMPAIGN_VILLAINS_COTTAGES_NAME5 "Höhle"
CAMPAIGN_VILLAINS_COTTAGES_NAME "Unbekannt"

CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME10 "Dämonenhort"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME11 "Priester von Adoxie"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME12 "Baumgeister"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME13 "Dryaden"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME14 "Zyklop"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME15 "Riesenspinne"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME16 "Hydra"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME17 "Einhornherde"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME18 "Ameisen"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME19 "Zombies"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME1 "Elfen"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME20 "Wachposten"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME21 "Dunkelelfen"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME22 "Gnome"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME2 "Zwerge"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME3 "Roter Drache"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME4 "Weißer Drache"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME5 "Elementarist"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME6 "Grüner Drache"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME7 "Echsenmenschen"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME8 "Krieger"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME9 "Diebe"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME "Ritter"

CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME10 "Zombies"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME11 "Goblins"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME12 "Harpyien"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME13 "Ameisen"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME14 "Priester von Adoxie"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME15 "Zwerge"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME16 "Deutschritter"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME1 "Grüner Drache"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME2 "Weißer Drache"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME3 "Dunkelelfen"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME4 "Goblin-Stadt"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME5 "Dämonenhort"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME6 "Echsenmenschen"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME7 "Riesenspinne"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME8 "Zyklop"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME9 "Hydra"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME "Roter Drache"

TILE_GAS_TYPES_FOG_NAME "Nebel"
TILE_GAS_TYPES_POISON_GAS_NAME "Giftgas"
TILE_GAS_TYPES_BLACK_SMOKE_NAME "Schwarzer Rauch"
TILE_GAS_TYPES_BLACK_MASS_SMOKE_NAME "Schwarzer Rauch"

YOU_RESISTED_THE_ATTACK_OF "Du hast dem Angriff von {1} widerstanden."
ENEMY_WAVE_NAME_UNKNOWN "Unbekannt"

EXTERNAL_ENEMIES_NAME "ein neugieriger Bandit"
EXTERNAL_ENEMIES_NAME1 "ein Echsenmenschen-Späher"
EXTERNAL_ENEMIES_NAME2 "eine Ameisenpatrouille"
EXTERNAL_ENEMIES_NAME3 "ein Echsenmenschen-Nest"
EXTERNAL_ENEMIES_NAME4 "eine Bande von Banditen"
EXTERNAL_ENEMIES_NAME5 "eine Patrouille von Ameisensoldaten"
EXTERNAL_ENEMIES_NAME6 "Tongolems eines Alchemisten"
EXTERNAL_ENEMIES_NAME7 "Steingolems eines Alchemisten"
EXTERNAL_ENEMIES_NAME8 "eine Ameisenarmee"
EXTERNAL_ENEMIES_NAME9 "eine Gruppe Ents"
EXTERNAL_ENEMIES_NAME10 "eine Bande Zwerge"
EXTERNAL_ENEMIES_NAME11 "Eisengolems eines Alchemisten"
EXTERNAL_ENEMIES_NAME12 "ein Zwergenstamm"
EXTERNAL_ENEMIES_NAME13 "eine Bogenschützenpatrouille"
EXTERNAL_ENEMIES_NAME14 "ein einsamer Ritter"
EXTERNAL_ENEMIES_NAME15 "eine Gruppe Krieger"
EXTERNAL_ENEMIES_NAME16 "eine Armee von Kriegern"
EXTERNAL_ENEMIES_NAME17 "eine Armee von Rittern"
EXTERNAL_ENEMIES_NAME18 "ein Zyklop"
EXTERNAL_ENEMIES_NAME19 "ein Hexenmeister"
EXTERNAL_ENEMIES_NAME20 "ein Minotaurus"
EXTERNAL_ENEMIES_NAME21 "ein Elementarist"
EXTERNAL_ENEMIES_NAME22 "ein Grüner Drache"
EXTERNAL_ENEMIES_NAME23 "ein Roter Drache"
EXTERNAL_ENEMIES_NAME24 "ein Schwarzer Drache"
EXTERNAL_ENEMIES_NAME25 "eine Troll-Herde"

BIOMES_GRASSLAND_NAME "Grasland"
BIOMES_GRASSLAND_NAME1 "Wald"
BIOMES_GRASSLAND_NAME2 "Berge"
BIOMES_SNOW_NAME "Winter"
BIOMES_DESERT_NAME "Wüste"
BIOMES_OUTBACK_NAME "Outback"
BIOMES_SWAMP_NAME "Sumpf"

HINTS_OPTION_NAME "Hinweise im Spiel"
ASCII_OPTION_NAME "Unicode-Grafiken"
MUSIC_OPTION_NAME "Musiklautstärke"
SOUND_OPTION_NAME "Effektlautstärke"
KEEP_SAVEFILES_OPTION_NAME "Spielstandsdateien behalten"
SHOW_MAP_OPTION_NAME "Karte anzeigen"
FULLSCREEN_OPTION_NAME "Vollbild"
VSYNC_OPTION_NAME "Vertikale Synchronisation (VSync)"
FPS_LIMIT_OPTION_NAME "Bildwiederholratenbegrenzung"
ZOOM_UI_OPTION_NAME "Benutzeroberfläche vergrößern"
DISABLE_MOUSE_WHEEL_OPTION_NAME "Mausrad deaktivieren"
DISABLE_CURSOR_OPTION_NAME "Hübschen Cursor deaktivieren"
ONLINE_OPTION_NAME "Online-Funktionen"
GAME_EVENTS_OPTION_NAME "Anonyme Statistiken"
AUTOSAVE2_OPTION_NAME "Züge zwischen Autosaves"
STARTING_RESOURCE_OPTION_NAME "Ressourcenbonus"
START_WITH_NIGHT_OPTION_NAME "Bei Nacht beginnen"
PLAYER_NAME_OPTION_NAME "Name"
SETTLEMENT_NAME_OPTION_NAME "Siedlungsname"
MAIN_VILLAINS_OPTION_NAME "Hauptschurken"
RETIRED_VILLAINS_OPTION_NAME "Ausgemusterte Schurken"
LESSER_VILLAINS_OPTION_NAME "Geringere Schurken"
MINOR_VILLAINS_OPTION_NAME "Nebenschurken"
ALLIES_OPTION_NAME "Verbündete"
CURRENT_MOD2_OPTION_NAME "Aktueller Mod"
ENDLESS_ENEMIES_OPTION_NAME "Endlose Feindeswellen starten"
ENEMY_AGGRESSION_OPTION_NAME "Feindliche Aggressivität"
KEEPER_WARNING_OPTION_NAME "Bewahrer-Gefahrenwarnung"
KEEPER_WARNING_TIMEOUT_OPTION_NAME "Dauer der Bewahrer-Gefahrenwarnung"
SINGLE_THREAD_OPTION_NAME "Einzelthread fürs Laden verwenden"
UNLOCK_ALL_OPTION_NAME "Alle versteckten Funktionen freischalten"
EXP_INCREASE_OPTION_NAME "Feindliche Schwierigkeitskurve"
DPI_AWARE_OPTION_NAME "Windows-DPI-Skalierung überschreiben"
LANGUAGE_OPTION_NAME "Sprache"
CHOOSE_LANGUAGE "Sprache wählen:"
OPTION_NAME_AND_VALUE "{1}: {2}"

HINTS_OPTION_DESCRIPTION "Zeigt während des Spiels nützliche Zusatzinformationen an."
ASCII_OPTION_DESCRIPTION "Wechselt zu klassischen Roguelike-Grafiken."
KEEP_SAVEFILES_OPTION_DESCRIPTION "Löscht die Spielstandsdatei nicht beim Laden eines Spiels."
FULLSCREEN_OPTION_DESCRIPTION "Wechselt zwischen Vollbild- und Fenstermodus."
VSYNC_OPTION_DESCRIPTION "Begrenzt die Bildrate auf die Frequenz deines Monitors. Das Deaktivieren kann Leistungsprobleme beheben."
FPS_LIMIT_OPTION_DESCRIPTION "Begrenzt die Bildrate. Eine niedrigere Begrenzung hält die GPU kühler."
ZOOM_UI_OPTION_DESCRIPTION "Die gesamte Benutzeroberfläche und Grafiken werden vergrößert. Verwende dies, wenn du einen hochauflösenden Bildschirm hast und alles sehr klein aussieht."
ONLINE_OPTION_DESCRIPTION "Aktiviert Online-Funktionen wie das Teilen von Verliesen und Bestenlisten."
GAME_EVENTS_OPTION_DESCRIPTION "Aktiviert das Senden anonymer Statistiken an den Entwickler."
AUTOSAVE2_OPTION_DESCRIPTION "Speichert das Spiel automatisch alle X Züge. Die Datei wird zur Wiederherstellung im Falle eines Absturzes verwendet."
ENDLESS_ENEMIES_OPTION_DESCRIPTION "Aktiviert wiederkehrende Wellen von Feinden, die dein Verlies angreifen."
ENEMY_AGGRESSION_OPTION_DESCRIPTION "Die Wahrscheinlichkeit, dass dein Verlies von Feinden angegriffen wird."
KEEPER_WARNING_OPTION_DESCRIPTION "Zeigt ein Popup-Fenster an, wenn dein Bewahrer in Gefahr ist."
KEEPER_WARNING_TIMEOUT_OPTION_DESCRIPTION "Anzahl der Züge, bevor eine neue \"Bewahrer in Gefahr\"-Warnung angezeigt wird."
SINGLE_THREAD_OPTION_DESCRIPTION "Bitte probiere diese Option aus, wenn du langsame Speicher-, Lade- oder Kartengenerierungsvorgänge erlebst. Hinweis: Das Spiel reagiert während des Vorgangs nicht."
UNLOCK_ALL_OPTION_DESCRIPTION "Schaltet alle spielbaren Charaktere und Spielfunktionen frei, die normalerweise durch das Finden von Geheimnissen im Spiel freigeschaltet werden."
EXP_INCREASE_OPTION_DESCRIPTION "Legt den Erfahrungszuwachs für jeden geringeren und Hauptschurken fest, je weiter du dich von deinem Heimatort entfernst."
DPI_AWARE_OPTION_DESCRIPTION "Wenn das Spiel unscharf aussieht, kann diese Option helfen. Erfordert einen Neustart des Spiels."
ATTR_BUFF_DESCRIPTION "Gewährt einen Bonus von +{1} auf {2}."
ATTR_DEBUFF_DESCRIPTION "Gewährt einen Malus von +{1} auf {2}."
ATTR_DEBUFF_NAME "{1}-Malus"
BUFFS_STABLE_HAND_DESCRIPTION "Fernkampfschaden"
BUFFS_PIERCING_VOICE_DESCRIPTION "Zauberschaden"
BUFFS_DIVINE_DIGGING_DESCRIPTION "Graben"
BUFFS_DEF_DEBUFF_NAME "Verteidigung"
BUFFS_PREACHING_ENDEFFECT "Die Untergebenen wurden mit einem temporären Bonus von +5 auf die Verteidigung gesegnet."
BUFFS_PREACHING_ID5 "Die Untergebenen wurden mit einem temporären Bonus von +5 auf Schaden gesegnet."
BUFFS_PREACHING_ID6 "Die Untergebenen wurden mit einem temporären Bonus von +15 auf Graben gesegnet."
BUFFS_PREACHING_ID7 "Die Untergebenen wurden mit temporär schnellerem Training gesegnet."
BUFFS_PREACHING_ID8 "Die Untergebenen wurden mit temporär schnellerem Handwerk gesegnet."
BUFFS_PREACHING_ID9 "Die Untergebenen wurden mit temporärem Widerstand gegen Fernkampfangriffe gesegnet."
BUFFS_PREACHING_ID10 "Die Untergebenen wurden mit der temporären Fähigkeit gesegnet, Wunden zu regenerieren."
BUFFS_PREACHING_ID11 "Die Untergebenen wurden mit temporärem Widerstand gegen Feuerangriffe gesegnet."
BUFFS_PREACHING_ID12 "Die Untergebenen wurden mit temporärem Widerstand gegen Gift gesegnet."
BUFFS_PREACHING_ID13 "Die Untergebenen wurden mit temporärem Widerstand gegen Drachenangriffe gesegnet."
BUFFS_PREACHING_ID14 "Die Untergebenen wurden mit temporärem Widerstand gegen Dämonenangriffe gesegnet."
BUFFS_PREACHING_ID15 "Die Untergebenen wurden mit temporärem Widerstand gegen Angriffe von Untoten gesegnet."
BUFFS_PREACHING_ID16 "Die Untergebenen wurden mit temporärem Widerstand gegen Angriffe von Echsenmenschen gesegnet."
BUFFS_PREACHING_ID17 "Die Untergebenen wurden mit temporärem Widerstand gegen Elfenangriffe gesegnet."
BUFFS_PREACHING_ID18 "Die Untergebenen wurden mit temporärem Widerstand gegen Angriffe von Grünhäuten gesegnet."
BUFFS_PREACHING_ID19 "Die Untergebenen wurden mit erhöhten Nahkampf-Trainingslimits gesegnet."
BUFFS_PREACHING_ID20 "Die Untergebenen wurden mit erhöhten göttlichen Trainingslimits gesegnet."
BUFFS_PREACHING_ID21 "Die Untergebenen wurden mit Schutzengeln gesegnet."
BUFFS_PREACHING_ID22 "Deine Gebete, stärkere bewaffnete Hilfe herbeizurufen, wurden erhört."
BUFFS_PREACHING_ID23 "Deine Gebete, bewaffnete Hilfe herbeizurufen, wurden erhört."
BUFFS_PREACHING_ID24 "Deine Gebete, mehr Arbeitskräfte herbeizurufen, wurden erhört."
AUTOMATON_RANGED_HEAD_DESCRIPTION "Gewährt die Fähigkeit \"{1}\"."
ITEMS_ARCHERHEADWOOD_PREFIX "Pfeilschuss"
ITEMS_ARCHERHEADIRON_PREFIX "Pfeilschuss"
ITEMS_FIREHEADIRON_PREFIX "Feueratem"
ITEMS_OILHEADIRON_PREFIX "Ölspucke"
ITEMS_ACIDHEADIRON_PREFIX "Säurespucke"
ITEMS_ARCHERHEADADA_PREFIX "Pfeilschuss"
ITEMS_FIREHEADADA_PREFIX "Feueratem"
ITEMS_OILHEADADA_PREFIX "Ölspucke"
ITEMS_ACIDHEADADA_PREFIX "Säurespucke"
ITEMS_FIREHEADINFERNITE_PREFIX "Feueratem"
ITEMS_INVISIBILITYHEADADOXIUM_PREFIX "Unsichtbarkeit"
ITEMS_TELEPORTHEADADOXIUM_PREFIX "Teleportation"
ITEMS_HUMANOIDHEADWOOD_PREFIX1 "Humanoide"
ITEMS_AUTOMATONARMSWOOD_MELEEATTACKATTR "Nahkampf"
